genome_id	ncbi_biosample_accession_id	ncbi_lat_lon	lat_lon	date	ncbi_bioproject	domain	phylum	class	order	family	genus	species	collection_date	geographic_location_harmonized	host_harmonized	isolation_source_harmonized	project_name	env_broad_med_local	misc_attributes	google_earth_embeddings
GB_GCA_016291095.1	SAMN16243892	35.8400 N 50.9391 E	35.8400 N 50.9391 E	2018-10	PRJNA631951	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__UBA1179	s__UBA1179 sp902799685	2018-10	Iran: Karaj	cattle	rumen		gut microbiome | rumen | fiber-attached	[derived-from] This BioSample is a metagenomic assembly obtained from the gut metagenome BioSample: SAMN14899267, SAMN14899268, SAMN14900273, and SAMN14901117 --- [environmental-sample] 1 --- [isolate] Tb.RUG.485 --- [metagenome-source] gut metagenome --- [metagenomic] 1 --- [sample-type] metagenomic assembly	[0.16000000000000003, -0.12456747404844293, 0.08421376393694734, -0.07972318339100345, 0.15378700499807765, 0.024605920799692427, 0.14769703960015382, 0.14769703960015382, -0.3553094963475586, 0.11374086889657825, -0.0005536332179930795, -0.010396001537870049, -0.07972318339100345, -0.024605920799692427, -0.13016532103037293, -0.2519646289888504, 0.15378700499807765, 0.16000000000000003, 0.13588619761630144, -0.10340638216070744, 0.07535563244905807, -0.0005536332179930795, -0.07535563244905807, -0.1929104190695886, 0.03254133025759323, 0.11374086889657825, -0.024605920799692427, 0.03543252595155709, 0.07111111111111111, 0.07111111111111111, -0.08421376393694734, -0.04822760476739715, 0.0271280276816609, -0.13588619761630144, 0.11374086889657825, -0.16000000000000003, -0.2519646289888504, -0.17279507881584008, -0.2761399461745483, -0.07111111111111111, 0.044844290657439445, -0.09842368319876971, -0.007443291041906958, -0.19986159169550174, 0.07535563244905807, 0.2761399461745483, 0.01384083044982699, 0.2069357939254133, 0.09356401384083046, -0.07111111111111111, 0.004982698961937716, 0.11909265667051133, -0.003936947327950788, -0.03543252595155709, 0.14173010380622836, -0.0629911572472126, 0.01574778931180315, -0.029773164167627833, 0.003014225297962322, -0.05173394848135333, 0.11374086889657825, -0.07111111111111111, 0.002214532871972318, -0.03254133025759323]
GB_GCA_022564305.1	SAMN16244403	11.325 N 142.189 E	11.325 N 142.189 E	2017-03-08	PRJNA635214	d__Bacteria	p__Marinisomatota	c__SORT01	o__SORT01	f__SORT01	g__SORT01	s__SORT01 sp022571215	2017-03-08	Pacific Ocean: Mariana Trench		Mariana trench surficial sediment		deep-sea sediment | Mariana Trench sediment | sediment core	[collected_by] Institute of Deep-sea Science and Engineering, Chinese Academy of Sciences --- [derived-from] This BioSample is a metagenomic assembly obtained from the marine sediment metagenome BioSample: SAMN16252654, SAMN16252655, SAMN16252656, SAMN16252657, SAMN16252658 --- [elevation] -10911m --- [environmental-sample] 1 --- [isolate] B53T3L14 --- [metagenome-source] marine sediment metagenome --- [metagenomic] 1 --- [sample_type] metagenomic assembly	
GB_GCA_016717205.1	SAMN16426433	55.329053 N 8.74336 E	55.329053 N 8.74336 E	2018-08-29	PRJNA629478	d__Bacteria	p__Chloroflexota	c__Anaerolineae	o__Aggregatilineales	f__Phototrophicaceae	g__OLB15	s__OLB15 sp016717205	2018-08-29	Denmark: Ribe		activated sludge from Ribe_18-Q3-R11-54		aquatic biome [ENVO:00002030] | Waste Water [ENVO:00002001] | Activated Sludge [ENVO:00002046]	[derived-from] This BioSample is a metagenomic assembly obtained from the Ribe_18-Q3-R11-54 activated sludge metagenome BioSample: SAMN14825723. --- [environmental-sample] 1 --- [isolate] Ribe_BATAC.253 --- [metagenome-source] activated sludge metagenome --- [metagenomic] 1 --- [sample-type] metagenomic assembly --- [type-material] reference material of Candidatus Flexifilum breve	[-0.003936947327950788, -0.19986159169550174, -0.11374086889657825, -0.2069357939254133, 0.017777777777777778, 0.017777777777777778, 0.15378700499807765, -0.12456747404844293, 0.04822760476739715, -0.14769703960015382, 0.07535563244905807, -0.04822760476739715, -0.186082276047674, -0.05911572472126105, -0.13588619761630144, -0.07111111111111111, -0.07535563244905807, -0.008858131487889272, 0.13016532103037293, 0.0629911572472126, 0.044844290657439445, -0.03844675124951941, -0.19986159169550174, -0.041584006151480196, 0.012056901191849288, 0.06698961937716265, 0.2761399461745483, -0.15378700499807765, 0.14769703960015382, 0.06698961937716265, 0.07111111111111111, 0.09842368319876971, -0.11374086889657825, 0.07535563244905807, -0.012056901191849288, 0.21413302575932336, -0.19986159169550174, 0.0271280276816609, -0.03543252595155709, 0.05911572472126105, -0.017777777777777778, 0.07972318339100345, -0.13016532103037293, 0.05536332179930796, 0.17279507881584008, -0.07535563244905807, -0.12456747404844293, -0.08421376393694734, 0.13016532103037293, -0.1929104190695886, -0.2761399461745483, -0.024605920799692427, -0.0271280276816609, -0.22145328719723184, 0.22145328719723184, -0.09842368319876971, -0.003936947327950788, 0.041584006151480196, -0.008858131487889272, 0.03844675124951941, 0.2288965782391388, -0.12456747404844293, -0.186082276047674, 0.08882737408688965]
GB_GCA_016721935.1	SAMN16426462	56.565132 N 9.042158 E	56.565132 N 9.042158 E	2018-09-07	PRJNA629478	d__Bacteria	p__Gemmatimonadota	c__Gemmatimonadetes	o__Gemmatimonadales	f__Gemmatimonadaceae	g__SCN-70-22	s__SCN-70-22 sp016719105	2018-09-07	Denmark: Skive		activated sludge from Skiv_18-Q3-R9-52		aquatic biome [ENVO:00002030] | Waste Water [ENVO:00002001] | Activated Sludge [ENVO:00002046]	[derived-from] This BioSample is a metagenomic assembly obtained from the Skiv_18-Q3-R9-52 activated sludge metagenome BioSample: SAMN14825726. --- [environmental-sample] 1 --- [isolate] Skiv_18-Q3-R9-52_BAT3C.167 --- [metagenome-source] activated sludge metagenome --- [metagenomic] 1 --- [sample-type] metagenomic assembly	[-0.13588619761630144, -0.2364628988850442, -0.11374086889657825, -0.1085121107266436, 0.017777777777777778, -0.15378700499807765, 0.007443291041906958, -0.1085121107266436, -0.0629911572472126, -0.05911572472126105, -0.008858131487889272, 0.019930795847750864, -0.04822760476739715, -0.14173010380622836, -0.2288965782391388, -0.03254133025759323, -0.041584006151480196, 0.3014225297962323, 0.1085121107266436, 0.11909265667051133, 0.03543252595155709, 0.04822760476739715, -0.09842368319876971, 0.2069357939254133, -0.019930795847750864, 0.16000000000000003, 0.24415224913494812, -0.10340638216070744, 0.1929104190695886, -0.012056901191849288, -0.06698961937716265, -0.01384083044982699, 0.05173394848135333, 0.024605920799692427, 0.15378700499807765, 0.0629911572472126, -0.07111111111111111, 0.012056901191849288, -0.044844290657439445, -0.09356401384083046, -0.11909265667051133, -0.09842368319876971, -0.08421376393694734, -0.05173394848135333, 0.13588619761630144, 0.0629911572472126, -0.08882737408688965, 0.03254133025759323, 0.24415224913494812, -0.11374086889657825, -0.24415224913494812, 0.09842368319876971, -0.03543252595155709, -0.19986159169550174, 0.3014225297962323, -0.17279507881584008, 0.05911572472126105, -0.044844290657439445, -0.007443291041906958, -0.07111111111111111, 0.16633602460592078, -0.08882737408688965, -0.0005536332179930795, -0.07111111111111111]
GB_GCA_016720475.1	SAMN16426554	56.126497 N 10.141274 E	56.126497 N 10.141274 E	2018-08-29	PRJNA629478	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae_B	g__JAAFJR01	s__JAAFJR01 sp016705065	2018-08-29	Denmark: Viby		activated sludge from Viby_18-Q3-R106-67		aquatic biome [ENVO:00002030] | Waste Water [ENVO:00002001] | Activated Sludge [ENVO:00002046]	[derived-from] This BioSample is a metagenomic assembly obtained from the Viby_18-Q3-R106-67 activated sludge metagenome BioSample: SAMN14825732. --- [environmental-sample] 1 --- [isolate] Viby_18-Q3-R106-67_BAT3C.243 --- [metagenome-source] activated sludge metagenome --- [metagenomic] 1 --- [sample-type] metagenomic assembly	[-0.04822760476739715, -0.11374086889657825, -0.07111111111111111, -0.1085121107266436, 0.06698961937716265, -0.12456747404844293, 0.07111111111111111, -0.13016532103037293, -0.05536332179930796, -0.07111111111111111, 0.041584006151480196, -0.006151480199923107, -0.024605920799692427, -0.10340638216070744, -0.3278123798539023, -0.15378700499807765, -0.024605920799692427, 0.17279507881584008, 0.11909265667051133, 0.14769703960015382, 0.007443291041906958, 0.07972318339100345, -0.16633602460592078, 0.15378700499807765, 0.044844290657439445, 0.1085121107266436, 0.2069357939254133, -0.044844290657439445, 0.1085121107266436, -0.13588619761630144, 0.11374086889657825, 0.12456747404844293, 0.022206843521722412, 0.11374086889657825, 0.16000000000000003, 0.07111111111111111, -0.2288965782391388, 0.08882737408688965, 0.010396001537870049, -0.08882737408688965, -0.15378700499807765, -0.12456747404844293, 0.022206843521722412, 0.008858131487889272, 0.13016532103037293, 0.14173010380622836, -0.14769703960015382, -0.08421376393694734, 0.14173010380622836, -0.10340638216070744, -0.31009611687812383, 0.07535563244905807, 0.03543252595155709, -0.11374086889657825, 0.22145328719723184, -0.186082276047674, 0.1085121107266436, -0.022206843521722412, -0.06698961937716265, -0.13016532103037293, 0.13016532103037293, -0.044844290657439445, -0.15378700499807765, 0.05173394848135333]
GB_GCA_015978185.1	SAMN16453240	40.807051 N 14.168539 E	40.807051 N 14.168539 E	2018-05-02	PRJNA669418	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Caulobacterales	f__Maricaulaceae	g__Oceanicaulis	s__Oceanicaulis alexandrii	2018-05-02	Italy: Gulf of Naples		marine sediment		ENVO:00000428 | ENVO:00000486 | ENVO:00010483	[depth] 6 --- [derived from] This biosample is a metagenomic assembly obtained from the marine sediment metagenome sample SAMN16725106 --- [elev] -6 --- [environmental_sample] True --- [isolate] NP7 --- [metagenome-source] marine sediment metagenome --- [metagenomic] True --- [sample_type] metagenomic assembly	[-0.09842368319876971, -0.3278123798539023, -0.0629911572472126, 0.041584006151480196, 0.05911572472126105, -0.09842368319876971, -0.041584006151480196, 0.10340638216070744, 0.004982698961937716, 0.0629911572472126, 0.01384083044982699, -0.16633602460592078, -0.14769703960015382, -0.14769703960015382, -0.044844290657439445, -0.22145328719723184, 0.012056901191849288, 0.07972318339100345, -0.13588619761630144, 0.13588619761630144, 0.03543252595155709, 0.15378700499807765, -0.11909265667051133, 0.13588619761630144, -0.21413302575932336, 0.06698961937716265, 0.0271280276816609, -0.029773164167627833, 0.22145328719723184, -0.1085121107266436, 0.03543252595155709, 0.01574778931180315, 0.05173394848135333, -0.09356401384083046, -0.08882737408688965, 0.012056901191849288, 0.010396001537870049, 0.019930795847750864, -0.03543252595155709, 0.28444444444444444, 0.08421376393694734, -0.17279507881584008, 0.17279507881584008, -0.05911572472126105, -0.0629911572472126, 0.19986159169550174, -0.13588619761630144, 0.07111111111111111, -0.01384083044982699, -0.01574778931180315, -0.21413302575932336, 0.3014225297962323, -0.03543252595155709, 0.1085121107266436, 0.006151480199923107, -0.12456747404844293, -0.04822760476739715, 0.07535563244905807, -0.07972318339100345, 0.002214532871972318, 0.08882737408688965, -0.2519646289888504, 0.05536332179930796, 0.11909265667051133]
RS_GCF_015266015.1	SAMN16513532	29.406990 S 30.675340 E	29.406990 S 30.675340 E	2019-12-20	PRJNA224116	d__Bacteria	p__Bacillota	c__Bacilli	o__Staphylococcales	f__Staphylococcaceae	g__Staphylococcus	s__Staphylococcus aureus	2019-12-20	South Africa:KwaZulu-Natal	Homo sapiens	blood			[collected_by] Bakoena Hetsa	[0.14173010380622836, 0.0629911572472126, 0.019930795847750864, 0.08882737408688965, -0.04822760476739715, 0.002214532871972318, 0.14769703960015382, 0.2679584775086506, 0.022206843521722412, 0.019930795847750864, 0.14173010380622836, -0.06698961937716265, -0.05173394848135333, 0.08421376393694734, 0.03844675124951941, -0.024605920799692427, -0.05173394848135333, 0.019930795847750864, -0.13588619761630144, -0.14173010380622836, 0.186082276047674, 0.002214532871972318, -0.16633602460592078, 0.186082276047674, -0.21413302575932336, 0.13016532103037293, -0.017777777777777778, 0.22145328719723184, -0.06698961937716265, -0.13016532103037293, -0.17279507881584008, -0.16633602460592078, 0.010396001537870049, -0.22145328719723184, 0.010396001537870049, 0.10340638216070744, 0.003014225297962322, 0.03543252595155709, -0.14769703960015382, 0.12456747404844293, -0.2288965782391388, -0.05173394848135333, -0.05911572472126105, 0.17937716262975778, 0.17279507881584008, -0.17937716262975778, -0.15378700499807765, -0.04822760476739715, -0.14173010380622836, -0.16633602460592078, 0.09356401384083046, 0.022206843521722412, -0.07111111111111111, 0.19986159169550174, -0.024605920799692427, -0.2069357939254133, -0.01384083044982699, 0.024605920799692427, -0.14769703960015382, 0.0271280276816609, 0.12456747404844293, 0.04822760476739715, 0.017777777777777778, -0.19986159169550174]
GB_GCA_016880205.1	SAMN16786674	35.97 N 84.36 W	35.97 N 84.36 W	2018-01-19	PRJNA670906	d__Bacteria	p__Nitrospirota	c__Nitrospiria	o__Nitrospirales	f__Nitrospiraceae	g__Palsa-1315	s__Palsa-1315 sp016219645	2018-01-19	USA: Oak Ridge National Lab East Fork Poplar Creek (EFPC) study site		sediment from a natural stream that has been contaminated with Hg from upstream sources		ENVO:00000428 | ENVO:01001049 | ENVO:00010483	[depth] 0-12 cm depth --- [derived-from] This BioSample is a metagenomic assembly obtained from the sediment metagenome BioSample: SAMN16523180 --- [environmental-sample] 1 --- [isolate] EFPC_84 --- [metagenome-source] sediment metagenome --- [metagenomic] 1 --- [sample-type] metagenomic assembly	[-0.07535563244905807, 0.09842368319876971, -0.05173394848135333, 0.07535563244905807, 0.041584006151480196, -0.2069357939254133, 0.05536332179930796, 0.13588619761630144, 0.16633602460592078, -0.024605920799692427, 0.07535563244905807, -0.044844290657439445, -0.17937716262975778, -0.1085121107266436, -0.14769703960015382, 0.08882737408688965, -0.15378700499807765, 0.019930795847750864, -0.21413302575932336, -0.09842368319876971, 0.022206843521722412, 0.2069357939254133, -0.14173010380622836, 0.08421376393694734, 0.09842368319876971, 0.03254133025759323, -0.1929104190695886, -0.0629911572472126, -0.01574778931180315, 0.08882737408688965, -0.08882737408688965, 0.041584006151480196, -0.11909265667051133, -0.041584006151480196, 0.03543252595155709, -0.2519646289888504, -0.16633602460592078, -0.2679584775086506, 0.07535563244905807, -0.1929104190695886, -0.03543252595155709, 0.08421376393694734, 0.2519646289888504, -0.08882737408688965, 0.022206843521722412, 0.11909265667051133, 0.16633602460592078, -0.2288965782391388, 0.2519646289888504, -0.11374086889657825, -0.15378700499807765, -0.002214532871972318, -0.0271280276816609, 0.08882737408688965, 0.003936947327950788, 0.17937716262975778, 0.05536332179930796, 0.07972318339100345, -0.022206843521722412, -0.022206843521722412, -0.022206843521722412, -0.13016532103037293, -0.12456747404844293, -0.022206843521722412]
GB_GCA_023450955.1	SAMN17045022	1.45583 S 48.50444 W	1.45583 S 48.50444 W	2020-02-01	PRJNA682348	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Tannerellaceae	g__Parabacteroides	s__Parabacteroides distasonis	2020-02-01	Brazil: Belem	Homo sapiens	feces		ENVO:00000428 | ENVO:01001055 | ENVO_00002003	[derived_from] This BioSample is a metagenomic assembly obtained from the human gut metagenome BioSample: SAMN16988187 --- [environmental-sample] 1 --- [isolate] OH_HBB_53 --- [metagenome-source] human gut metagenome --- [metagenomic] True --- [sample-type] metagenomic assembly	[-0.03254133025759323, 0.03844675124951941, -0.04822760476739715, -0.14173010380622836, 0.044844290657439445, -0.012056901191849288, 0.186082276047674, -0.01574778931180315, -0.31009611687812383, 0.13016532103037293, 0.012056901191849288, 0.029773164167627833, 0.004982698961937716, -0.1085121107266436, -0.28444444444444444, -0.14173010380622836, 0.10340638216070744, 0.022206843521722412, 0.14173010380622836, 0.07111111111111111, 0.08421376393694734, 0.21413302575932336, -0.09356401384083046, 0.03543252595155709, 0.186082276047674, 0.17279507881584008, 0.07972318339100345, 0.11374086889657825, -0.017777777777777778, -0.07972318339100345, 0.14173010380622836, 0.1085121107266436, -0.12456747404844293, -0.024605920799692427, -0.03543252595155709, -0.11909265667051133, -0.21413302575932336, -0.08882737408688965, -0.04822760476739715, 0.09356401384083046, -0.03844675124951941, -0.05173394848135333, 0.12456747404844293, -0.024605920799692427, 0.07972318339100345, 0.14769703960015382, -0.1085121107266436, -0.024605920799692427, -0.008858131487889272, 0.03844675124951941, -0.008858131487889272, 0.17279507881584008, -0.09356401384083046, 0.2761399461745483, 0.04822760476739715, -0.13588619761630144, 0.2599000384467512, -0.04822760476739715, 0.24415224913494812, -0.1929104190695886, 0.003936947327950788, -0.003014225297962322, -0.11909265667051133, -0.06698961937716265]
GB_GCA_023445125.1	SAMN17045162	26.91944 S 49.06611 W	26.91944 S 49.06611 W	2020-02-01	PRJNA682348	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__UBA1394	s__UBA1394 sp900538575	2020-02-01	Brazil: Blumenau	Homo sapiens	feces		ENVO:00000428 | ENVO:01001055 | ENVO_00002003	[derived_from] This BioSample is a metagenomic assembly obtained from the human gut metagenome BioSample: SAMN16988188 --- [environmental-sample] 1 --- [isolate] OH_HBlB_278 --- [metagenome-source] human gut metagenome --- [metagenomic] True --- [sample-type] metagenomic assembly	[-0.029773164167627833, -0.0629911572472126, 0.05173394848135333, -0.07111111111111111, -0.022206843521722412, -0.044844290657439445, 0.11374086889657825, 0.21413302575932336, -0.24415224913494812, 0.08882737408688965, 0.0629911572472126, -0.05173394848135333, -0.044844290657439445, 0.09356401384083046, -0.07972318339100345, -0.041584006151480196, 0.22145328719723184, 0.0271280276816609, 0.07972318339100345, 0.022206843521722412, 0.03543252595155709, -0.03254133025759323, -0.08882737408688965, -0.07111111111111111, -0.01574778931180315, 0.14173010380622836, -0.07972318339100345, 0.186082276047674, -0.19986159169550174, -0.0629911572472126, -0.0271280276816609, 0.006151480199923107, -0.008858131487889272, -0.13588619761630144, 0.019930795847750864, -0.09842368319876971, -0.19986159169550174, -0.01384083044982699, -0.13016532103037293, 0.2069357939254133, -0.04822760476739715, -0.11374086889657825, -0.11374086889657825, 0.12456747404844293, 0.16633602460592078, 0.044844290657439445, 0.06698961937716265, 0.029773164167627833, 0.11909265667051133, -0.2069357939254133, 0.09842368319876971, 0.21413302575932336, -0.24415224913494812, 0.1929104190695886, 0.07111111111111111, -0.2599000384467512, 0.14769703960015382, 0.0005536332179930795, 0.2679584775086506, 0.024605920799692427, 0.07111111111111111, -0.10340638216070744, 0.01384083044982699, -0.2364628988850442]
GB_GCA_023438645.1	SAMN17045289	22.9527 S 46.54418 W	22.9527 S 46.54418 W	2020-02-01	PRJNA682348	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__CAG-272	g__UMGS1312	s__UMGS1312 sp900550625	2020-02-01	Brazil: Braganca	Homo sapiens	feces		ENVO:00000428 | ENVO:01001055 | ENVO_00002003	[derived_from] This BioSample is a metagenomic assembly obtained from the human gut metagenome BioSample: SAMN16988189 --- [environmental-sample] 1 --- [isolate] OH_HBrB_224 --- [metagenome-source] human gut metagenome --- [metagenomic] True --- [sample-type] metagenomic assembly	[-0.09842368319876971, 0.03844675124951941, -0.07535563244905807, -0.16000000000000003, 0.022206843521722412, -0.08882737408688965, 0.13016532103037293, 0.16633602460592078, -0.17937716262975778, -0.012056901191849288, -0.05911572472126105, -0.13016532103037293, -0.0629911572472126, -0.024605920799692427, -0.11909265667051133, -0.186082276047674, 0.05911572472126105, 0.12456747404844293, 0.13016532103037293, -0.03543252595155709, 0.06698961937716265, 0.08421376393694734, -0.17279507881584008, -0.022206843521722412, -0.004982698961937716, 0.13016532103037293, -0.08421376393694734, 0.17937716262975778, 0.006151480199923107, -0.2519646289888504, 0.07111111111111111, -0.029773164167627833, 0.07111111111111111, -0.11374086889657825, 0.15378700499807765, -0.07111111111111111, -0.2069357939254133, 0.01384083044982699, -0.11909265667051133, 0.010396001537870049, -0.2069357939254133, -0.11909265667051133, -0.10340638216070744, 0.17937716262975778, 0.14769703960015382, -0.1085121107266436, -0.1929104190695886, 0.09842368319876971, -0.0271280276816609, -0.08421376393694734, 0.1085121107266436, 0.14769703960015382, -0.11909265667051133, 0.3278123798539023, -0.05911572472126105, -0.07972318339100345, 0.07535563244905807, -0.08882737408688965, 0.10340638216070744, -0.13588619761630144, 0.12456747404844293, -0.07111111111111111, -0.15378700499807765, -0.2288965782391388]
GB_GCA_018266215.1	SAMN17574022	22.4932 N 113.8762 E	22.4932 N 113.8762 E	2019-04	PRJNA694732	d__Bacteria	p__Cyanobacteriota	c__Vampirovibrionia	o__Obscuribacterales	f__Obscuribacteraceae	g__REEB67	s__REEB67 sp018266215	2019-04	China:Shenzhen		activated sludge			[completeness_estimated] 94.87 --- [contamination_estimated] 4.27 --- [derived-from] This BioSample is a metagenomic assembly obtained from the activated sludge metagenome BioSample: SAMN17574212 --- [environmental-sample] 1 --- [isolate] SZAS LIN-3 --- [metagenome-source] activated sludge metagenome --- [metagenomic] 1 --- [quality_assessment_method] CheckM --- [quality_assessment_method_version] v1.1.3 --- [rel_to_oxygen] aerobe --- [samp_collect_device] 1 ml --- [sample-type] metagenomic assembly	[0.03844675124951941, -0.05536332179930796, -0.019930795847750864, 0.07535563244905807, -0.0015378700499807767, 0.07111111111111111, -0.11374086889657825, 0.01384083044982699, -0.14769703960015382, 0.03543252595155709, 0.3014225297962323, 0.12456747404844293, -0.3014225297962323, -0.03543252595155709, -0.10340638216070744, -0.07972318339100345, 0.186082276047674, -0.007443291041906958, -0.3014225297962323, 0.03844675124951941, -0.09842368319876971, -0.1085121107266436, 6.151480199923106e-05, -0.1085121107266436, 0.07972318339100345, 0.14769703960015382, -0.08421376393694734, 0.05911572472126105, -0.09356401384083046, 0.29287197231833906, 0.03844675124951941, 0.13016532103037293, 0.11374086889657825, 0.019930795847750864, -0.10340638216070744, 0.1085121107266436, 0.008858131487889272, 0.017777777777777778, 0.05911572472126105, 0.2069357939254133, -0.022206843521722412, -0.14769703960015382, 0.10340638216070744, 0.14769703960015382, 0.044844290657439445, 0.029773164167627833, 0.006151480199923107, 0.2069357939254133, 0.022206843521722412, 0.09356401384083046, -0.07972318339100345, -0.0271280276816609, 0.0271280276816609, 0.17937716262975778, 0.31009611687812383, -0.1085121107266436, -0.11909265667051133, -0.010396001537870049, 0.13588619761630144, -0.03844675124951941, 0.0629911572472126, -0.11909265667051133, 0.012056901191849288, 0.16633602460592078]
RS_GCF_022346965.1	SAMN17729863	38.999838 N 77.106017 W	38.999838 N 77.106017 W	2018	PRJNA224116	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Pseudomonadales	f__Moraxellaceae	g__Moraxella	s__Moraxella nonliquefaciens	2018	USA	Homo sapiens	skin		human skin | N	[host_subject_id] HV07 --- [isol_growth_condt] BA --- [library_id] acrpa	[0.024605920799692427, -0.19986159169550174, 0.024605920799692427, -0.0271280276816609, 0.09842368319876971, -0.2679584775086506, 0.007443291041906958, -0.09356401384083046, -0.15378700499807765, -0.1085121107266436, 0.0629911572472126, 0.08421376393694734, -0.17279507881584008, -0.1085121107266436, -0.24415224913494812, -0.09356401384083046, 0.0629911572472126, 0.28444444444444444, -0.05536332179930796, 0.10340638216070744, 0.07972318339100345, -0.05911572472126105, -0.03543252595155709, 0.07111111111111111, -0.05536332179930796, 0.13588619761630144, -0.07535563244905807, -0.05536332179930796, 0.08421376393694734, -0.06698961937716265, 0.05173394848135333, -0.002214532871972318, 0.11909265667051133, -0.07111111111111111, 0.06698961937716265, -0.14173010380622836, -0.19986159169550174, -0.11374086889657825, 0.1085121107266436, -0.05911572472126105, -0.16000000000000003, -0.14173010380622836, 0.09842368319876971, -0.04822760476739715, 0.12456747404844293, 0.21413302575932336, -0.044844290657439445, 0.17937716262975778, 0.186082276047674, -0.03844675124951941, -0.05911572472126105, 0.12456747404844293, -0.2679584775086506, 0.03844675124951941, 0.2679584775086506, -0.12456747404844293, 0.044844290657439445, 0.044844290657439445, 0.13588619761630144, -0.12456747404844293, 0.017777777777777778, -0.07535563244905807, -0.16000000000000003, -0.019930795847750864]
RS_GCF_017152835.1	SAMN17965076	40.44 N 79.97 W	40.44 N 79.97 W	2019	PRJNA224116	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Serratia	s__Serratia ureilytica	2019	USA: Pittsburgh, Pennsylvania	Homo sapiens	urine			[collected_by] University of Pittsburgh Medical Center	[0.022206843521722412, -0.2599000384467512, 0.13016532103037293, -0.06698961937716265, 0.17279507881584008, -0.03254133025759323, -0.14173010380622836, -0.22145328719723184, -0.12456747404844293, -0.03254133025759323, 0.08421376393694734, -0.041584006151480196, -0.16000000000000003, -0.14173010380622836, -0.2761399461745483, -0.09356401384083046, 0.06698961937716265, 0.186082276047674, -0.044844290657439445, -0.002214532871972318, -0.022206843521722412, -0.08882737408688965, -0.14769703960015382, -0.08421376393694734, -0.09356401384083046, 0.2679584775086506, -0.05536332179930796, 0.01384083044982699, -0.03254133025759323, -0.05911572472126105, 0.002214532871972318, 0.01384083044982699, 0.003936947327950788, -0.08882737408688965, 0.06698961937716265, -0.09356401384083046, -0.13588619761630144, -0.041584006151480196, 0.002214532871972318, 0.2364628988850442, -0.13588619761630144, -0.07972318339100345, 0.12456747404844293, 0.08421376393694734, 0.16000000000000003, 0.12456747404844293, -0.010396001537870049, -0.01574778931180315, 0.2364628988850442, -0.1929104190695886, 0.05911572472126105, 0.09356401384083046, -0.07535563244905807, 0.11909265667051133, 0.21413302575932336, -0.11909265667051133, 0.17279507881584008, 0.13016532103037293, 0.01574778931180315, -0.044844290657439445, 0.04822760476739715, -0.05173394848135333, -0.24415224913494812, -0.03543252595155709]
RS_GCF_018612855.1	SAMN18299031	23.5020 S 67.7237 W	23.5020 S 67.7237 W	2017-04	PRJNA224116	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Xanthomonadales	f__Xanthomonadaceae	g__Lysobacter	s__Lysobacter sp018612875	2017-04	Chile: Atacama Desert, between Atacama Salar and Lajia lagoon				arid biome[ENVO:01001838] | slope[ENVO:00002000]|vegetation layer[ENVO:01000355] | steppe soil[ENVO:00005777]|soil organic matter[ENVO:04000008]	"[depth] 10cm --- [elev] 4480 masl --- [isol_growth_condt] PMID: 30805333 --- [lab_internal_id] ISL52 --- [ref_biomaterial] Gonzales et al ""Genomic analysis provides insights into the functional capacity of soil bacteria communities inhabiting an altitudinal gradient in the Atacama Desert."" Microbiome Journal"	[-0.2069357939254133, 0.10340638216070744, -0.07111111111111111, -0.019930795847750864, -0.31009611687812383, 0.24415224913494812, 0.03543252595155709, -0.06698961937716265, 0.019930795847750864, 0.007443291041906958, 0.19986159169550174, -0.041584006151480196, -0.017777777777777778, 0.0271280276816609, -0.024605920799692427, 0.017777777777777778, -0.186082276047674, -0.019930795847750864, 0.14173010380622836, -0.10340638216070744, 0.14173010380622836, -0.14173010380622836, 0.08882737408688965, -0.11909265667051133, -0.17937716262975778, -0.13588619761630144, -0.09842368319876971, 0.08421376393694734, -0.03543252595155709, -0.09842368319876971, -0.017777777777777778, 0.08882737408688965, -0.07111111111111111, -0.16000000000000003, -0.017777777777777778, -0.2679584775086506, 0.07972318339100345, -0.13588619761630144, -0.186082276047674, -0.17279507881584008, 0.024605920799692427, 0.07972318339100345, -0.0015378700499807767, -0.022206843521722412, 0.06698961937716265, -0.09356401384083046, -0.05536332179930796, -0.08421376393694734, -0.044844290657439445, -0.07972318339100345, 0.07111111111111111, 0.0271280276816609, 0.010396001537870049, 0.04822760476739715, 0.31009611687812383, -0.1085121107266436, -0.08882737408688965, -0.10340638216070744, -0.15378700499807765, -0.041584006151480196, 0.003014225297962322, 0.08882737408688965, -0.2679584775086506, -0.22145328719723184]
